id_venda,id_cliente,id_produto,quantidade,data_venda
930,33,6,5,2023-03-28
931,8,12,1,2023-02-17
932,11,16,1,2024-08-06
933,32,8,5,2023-09-19
934,32,12,3,2023-04-20
935,48,2,5,2023-06-10
936,7,5,3,2024-02-04
937,1,10,4,2023-06-09
938,48,4,4,2023-08-14
939,42,11,5,2024-04-09
940,6,7,5,2023-06-07
941,48,19,5,2023-05-24
942,20,5,1,2024-04-09
943,50,6,5,2023-04-27
944,36,18,5,2023-12-15
945,43,10,2,2023-12-26
946,28,18,2,2024-05-05
947,8,10,1,2024-06-20
948,46,14,1,2023-05-13
949,12,3,5,2024-05-25
950,43,5,3,2023-03-24
951,42,20,3,2023-01-17
952,48,20,1,2024-05-30
953,25,10,2,2023-10-19
954,18,14,5,2024-07-01
955,4,20,3,2023-01-23
956,13,2,1,2024-06-17
957,32,15,2,2023-11-29
958,31,17,4,2023-03-04
959,33,4,2,2023-11-04
960,42,11,2,2024-02-11
961,48,14,5,2023-07-25
962,46,9,2,2023-10-03
963,23,2,5,2023-02-19
964,35,19,3,2024-01-06
965,37,20,2,2023-03-01
966,9,4,1,2023-05-09
967,44,17,4,2023-07-28
968,28,9,5,2024-07-09
969,29,16,2,2024-03-12
970,50,19,4,2023-05-31
971,46,7,3,2023-02-09
972,19,16,4,2023-08-12
973,16,4,4,2024-04-12
974,48,9,5,2023-05-14
975,32,17,3,2023-01-27
976,19,15,3,2023-08-30
977,42,3,4,2023-01-22
978,13,12,5,2024-02-13
979,37,17,5,2024-04-26
980,19,19,2,2023-02-25
981,16,19,1,2023-03-18
982,12,5,4,2023-03-05
983,48,16,3,2023-08-16
984,20,3,2,2023-04-05
985,17,3,3,2023-12-06
986,28,1,1,2023-07-01
987,13,18,1,2024-04-28
988,39,4,1,2023-01-22
989,24,14,3,2023-01-16
990,4,6,4,2024-04-27
991,32,8,2,2023-11-21
992,31,3,4,2024-06-11
993,38,18,3,2023-05-16
994,30,8,3,2023-12-12
995,37,17,1,2024-04-23
996,34,13,1,2023-11-11
997,12,12,4,2023-12-10
998,38,11,4,2023-07-14
999,1,17,5,2024-01-25
1000,8,10,4,2024-03-11
